"filename","items[].additionalInfo.DNR","items[].additionalInfo.GW","items[].additionalInfo.LotSN","items[].additionalInfo.capacity","items[].amount","items[].description","items[].extendedPrice","items[].itemNumber","items[].item_code","items[].lineNumber","items[].priceUOM","items[].qtyShipped","items[].tax","items[].total_quantity","items[].transUOM","items[].unitPrice","items[].unit_price","items[].units_ordered","items[].units_shipped","items[].weightNetGross"
"20240821 - InTouch - Invoice1-12 - Hobbs.pdf.jpg.json",,,,,450,"Hold My Juice-16oz",,,,,,,,,,,0.09,,,
"20240821 - InTouch - Invoice1-12 - Hobbs.pdf.jpg.json",,,,,61.29,"UPS Ground",,,,,,,,,,,61.29,,,
"20230113 - Malteurop - Hobbs - 0031153462.pdf.jpg.json",,,,,572,"Bag Pilsen Malt",,,"8000717619",,,880,,,,,0.65,,,
"20230113 - Malteurop - Hobbs - 0031153462.pdf.jpg.json",,,,,726,"Bag Craft 2RS Malt",,,"8000717620",,,1100,,,,,0.66,,,
"20230209 - Malteurop - Hobbs - 0031154782.pdf.jpg.json",,,"8000723465",,,"BAG PILSEN MALT","286.00 USD","168975349-3",,1,,440,,,,"0.65",,,,
"20230209 - Malteurop - Hobbs - 0031154782.pdf.jpg.json",,,"8000723466",,,"BAG CRAFT 2RS MALT","435.60 USD","168975349-3",,2,,660,,,,"0.66",,,,
"20230222 - Malteurop - Hobbs - 0031155456.pdf.jpg.json",,,,,500.5,"BAG PILSEN MALT",,,,,,,,,,,0.65,770,,
"20230222 - Malteurop - Hobbs - 0031155456.pdf.jpg.json",,,,,689.7,"BAG CRAFT 2RS MALT",,,,,,,,,,,0.66,1045,,
"20230222 - Malteurop - Hobbs - 0031155456.pdf.jpg.json",,,,,319.55,"DEXTRIN BAG MALT",,,,,,,,,,,0.83,385,,
"20230224 - Matleurop - Hobbs.pdf.jpg.json",,,,,810,"PROTOSOL - Vegan beer fining liquid - 5KG",,,"23004",,,,,,,,90,9,,
"20230224 - Matleurop - Hobbs.pdf.jpg.json",,,,,25,"FREIGHT",,,"1",,,,,,,,25,1,,
"20230331 - Malteurop - Hobbs - 0031156811.pdf.jpg.json",,,,,702.9,"PILSEN BAG MALT 55LB",,,,,,,,,,,39.05,18,,
"20230331 - Malteurop - Hobbs - 0031156811.pdf.jpg.json",,,,,475.2,"VIENNA BAG MALT 55LB",,,,,,,,,,,39.6,12,,
"20230331 - Malteurop - Hobbs - 0031156811.pdf.jpg.json",,,,,1001,"2ROW CRAFT BAG MALT 55LB",,,,,,,,,,,38.5,26,,
"20230331 - Malteurop - Hobbs - 0031156811.pdf.jpg.json",,,,,99,"STEAMED C40 BAG MALT 55LB",,,,,,,,,,,49.5,2,,
"20230331 - Malteurop - Hobbs - 0031156811.pdf.jpg.json",,,,,792,"BAVARIAN PILSEN BAG MALT 55LB",,,,,,,,,,,52.8,15,,
"20230331 - Malteurop - Hobbs - 0031156811.pdf.jpg.json",,,,,99,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,,,,49.5,2,,
"20230423 - Malteurop - Hobbs - 0031157786.pdf.jpg.json",,,,,396,"VIENNA BAG MALT 55LB",,,,,,,,,,,39.6,10,,
"20230423 - Malteurop - Hobbs - 0031157786.pdf.jpg.json",,,,,770,"2ROW CRAFT BAG MALT 55LB",,,,,,,,,,,38.5,20,,
"20230423 - Malteurop - Hobbs - 0031157786.pdf.jpg.json",,,,,99,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,,,,49.5,2,,
"20230512 - Malteurop - Hobbs - 0031158444.pdf.jpg.json",,,,,770,"ROW CRAFT BAG MALT 55LB",,,,,,,,20,,,38.5,,,
"20230512 - Malteurop - Hobbs - 0031158444.pdf.jpg.json",,,,,739.2,"BAVARIAN PILSEN BAG MALT 55LB",,,,,,,,14,,,52.8,,,
"20230512 - Malteurop - Hobbs - 0031158444.pdf.jpg.json",,,,,47.85,"DEXTRIN BAG MALT 55LB",,,,,,,,1,,,47.85,,,
"20230518 - Malteurop - Hobbs - 0031158711(1).pdf.jpg.json",,,,,475.2,"VIENNA BAG MALT 55LB",,,"",,,,,,"BAG",,39.6,12,12,
"20230518 - Malteurop - Hobbs - 0031158711(1).pdf.jpg.json",,,,,770,"2ROW CRAFT BAG MALT 55LB",,,"",,,,,,"BAG",,38.5,20,20,
"20230518 - Malteurop - Hobbs - 0031158711(1).pdf.jpg.json",,,,,198,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,"",,,,,,"BAG",,49.5,4,4,
"20230518 - Malteurop - Hobbs - 0031158711.pdf.jpg.json",,,,,475.2,"VIENNA BAG MALT 55LB",,,,,,,,,,,39.6,,12,
"20230518 - Malteurop - Hobbs - 0031158711.pdf.jpg.json",,,,,770,"2ROW CRAFT BAG MALT 55LB",,,,,,,,,,,38.5,,20,
"20230518 - Malteurop - Hobbs - 0031158711.pdf.jpg.json",,,,,198,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,,,,49.5,,4,
"20230606 - Malteurop - Hobbs -  0031159491.pdf.jpg.json",,,"8000736671",,156.2,"PILSEN BAG MALT 55LB",,,,,,,,,"BAG",39.05,,,4,
"20230606 - Malteurop - Hobbs -  0031159491.pdf.jpg.json",,,"8000732026",,396,"VIENNA BAG MALT 55LB",,,,,,,,,"BAG",39.6,,,10,
"20230606 - Malteurop - Hobbs -  0031159491.pdf.jpg.json",,,"8000735896,8000740630",,924,"2ROW CRAFT BAG MALT 55LB",,,,,,,,,"BAG",38.5,,,24,
"20230606 - Malteurop - Hobbs -  0031159491.pdf.jpg.json",,,"8000704986",,198,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,,"BAG",49.5,,,4,
"20230606 - Malteurop - Hobbs - 0031159491(1).pdf.jpg.json",,,,,156.2,"PILSEN BAG MALT 55LB",,,,,,,,4,,,39.05,,,
"20230606 - Malteurop - Hobbs - 0031159491(1).pdf.jpg.json",,,,,396,"VIENNA BAG MALT 55LB",,,,,,,,10,,,39.6,,,
"20230606 - Malteurop - Hobbs - 0031159491(1).pdf.jpg.json",,,,,924,"2ROW CRAFT BAG MALT 55LB",,,,,,,,24,,,38.5,,,
"20230606 - Malteurop - Hobbs - 0031159491(1).pdf.jpg.json",,,,,198,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,4,,,49.5,,,
"20230606 - Malteurop - Hobbs - 0031159491(2).pdf.jpg.json",,,,,156.2,"PILSEN BAG MALT 55LB",,,,,,,,,,,39.05,4,,
"20230606 - Malteurop - Hobbs - 0031159491(2).pdf.jpg.json",,,,,396,"VIENNA BAG MALT 55LB",,,,,,,,,,,39.6,10,,
"20230606 - Malteurop - Hobbs - 0031159491(2).pdf.jpg.json",,,,,924,"2ROW CRAFT BAG MALT 55LB",,,,,,,,,,,38.5,24,,
"20230606 - Malteurop - Hobbs - 0031159491(2).pdf.jpg.json",,,,,198,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,,,,49.5,4,,
"20230606 - Malteurop - Hobbs - 0031159492(1).pdf.jpg.json",,,,,,"PILSEN BAG MALT 55LB","546.70",,"Batch: 8000736671",,,,,14,"BAG","39.05",,,,
"20230606 - Malteurop - Hobbs - 0031159492(1).pdf.jpg.json",,,,,,"2ROW CRAFT BAG MALT 55LB","770.00",,"Batch: 8000739699, 8000740630",,,,,20,"BAG","38.50",,,,
"20230606 - Malteurop - Hobbs - 0031159492(1).pdf.jpg.json",,,,,,"CRYSTAL WHEAT 3L BAG MALT 55LB","297.00",,"Batch: 8000704986",,,,,6,"BAG","49.50",,,,
"20230606 - Malteurop - Hobbs - 0031159492(2).pdf.jpg.json",,,,,546.7,"PILSEN BAG MALT 55LB",,,,,,,,,"BAG",,39.05,14,,
"20230606 - Malteurop - Hobbs - 0031159492(2).pdf.jpg.json",,,,,770,"2ROW CRAFT BAG MALT 55LB",,,,,,,,,"BAG",,38.5,20,,
"20230606 - Malteurop - Hobbs - 0031159492(2).pdf.jpg.json",,,,,297,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,,"BAG",,49.5,6,,
"20230606 - Malteurop - Hobbs - 0031159492.pdf.jpg.json",,,,,546.7,"PILSEN BAG MALT 55LB",,,,,,,,,,,39.05,14,,
"20230606 - Malteurop - Hobbs - 0031159492.pdf.jpg.json",,,,,770,"2ROW CRAFT BAG MALT 55LB",,,,,,,,,,,38.5,20,,
"20230606 - Malteurop - Hobbs - 0031159492.pdf.jpg.json",,,,,297,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,,,,49.5,6,,
"20230628 - Malteurop - Hobbs - 0031160410(1).pdf.jpg.json",,,,,234.3,"PILSEN BAG MALT 55LB",,,,,,,,,"BAG",,39.05,6,,
"20230628 - Malteurop - Hobbs - 0031160410(1).pdf.jpg.json",,,,,316.8,"VIENNA BAG MALT 55LB",,,,,,,,,"BAG",,39.6,8,,
"20230628 - Malteurop - Hobbs - 0031160410(1).pdf.jpg.json",,,,,770,"2ROW CRAFT BAG MALT 55LB",,,,,,,,,"BAG",,38.5,20,,
"20230628 - Malteurop - Hobbs - 0031160410(1).pdf.jpg.json",,,,,396,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,,"BAG",,49.5,8,,
"20230628 - Malteurop - Hobbs - 0031160410.pdf.jpg.json",,,,,234.3,"PILSEN BAG MALT 55LB",,,,,,,,,,,39.05,6,6,
"20230628 - Malteurop - Hobbs - 0031160410.pdf.jpg.json",,,,,316.8,"VIENNA BAG MALT 55LB",,,,,,,,,,,39.6,8,8,
"20230628 - Malteurop - Hobbs - 0031160410.pdf.jpg.json",,,,,770,"2ROW CRAFT BAG MALT 55LB",,,,,,,,,,,38.5,20,20,
"20230628 - Malteurop - Hobbs - 0031160410.pdf.jpg.json",,,,,396,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,,,,49.5,8,8,
"20230707 - Malteurop - Hobbs - 0031160807.pdf.jpg.json",,,,,,"VIENNA BAG MALT 55LB",198,,,,,5,,,,,39.6,5,,
"20230707 - Malteurop - Hobbs - 0031160807.pdf.jpg.json",,,,,,"2ROW CRAFT BAG MALT 55LB",1155,,,,,30,,,,,38.5,30,,
"20230707 - Malteurop - Hobbs - 0031160807.pdf.jpg.json",,,,,,"CRYSTAL WHEAT 3L BAG MALT 55LB",198,,,,,4,,,,,49.5,4,,
"20230719 - Malteurop - Hobbs - 0031161220.pdf.jpg.json",,,,,234.3,"PILSEN BAG MALT 55LB",,"8000746436",,,,6,,,"BAG",,39.05,,,
"20230719 - Malteurop - Hobbs - 0031161220.pdf.jpg.json",,,,,1155,"2ROW CRAFT BAG MALT 55LB",,"8000742036",,,,30,,,"BAG",,38.5,,,
"20230719 - Malteurop - Hobbs - 0031161220.pdf.jpg.json",,,,,148.5,"CRYSTAL WHEAT 3L BAG MALT 55LB",,"8000704986",,,,3,,,"BAG",,49.5,,,
"20230726 - Malteurop - Hobbs - 0031161494.pdf.jpg.json",,,,,937.2,"PILSEN BAG MALT 55LB",,,,,,,,,,,39.05,24,,
"20230726 - Malteurop - Hobbs - 0031161494.pdf.jpg.json",,,,,475.2,"VIENNA BAG MALT 55LB",,,,,,,,,,,39.6,12,,
"20230726 - Malteurop - Hobbs - 0031161494.pdf.jpg.json",,,,,770,"2ROW CRAFT BAG MALT 55LB",,,,,,,,,,,38.5,20,,
"20230726 - Malteurop - Hobbs - 0031161494.pdf.jpg.json",,,,,739.2,"BAVARIAN PILSEN BAG MALT 55LB",,,,,,,,,,,52.8,14,,
"20230726 - Malteurop - Hobbs - 0031161494.pdf.jpg.json",,,,,495,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,,,,49.5,10,,
"20230823 - Malteurop - Hobbs -  0031162171.pdf.jpg.json",,,,,1155,"ROW CRAFT BAG MALT 55LB",,,,1,,30,,,"BAG",,38.5,30,,
"20230823 - Malteurop - Hobbs -  0031162820.pdf.jpg.json",,,,,585.75,"PILSEN BAG MALT 55LB",,,,,,,,15,"BAG",39.05,,,,
"20230823 - Malteurop - Hobbs -  0031162820.pdf.jpg.json",,,,,1078,"2ROW CRAFT BAG MALT 55LB",,,,,,,,28,"BAG",38.5,,,,
"20230825 - Malteurop - Barrel and Beam.pdf.jpg.json",,,,,122.1,"WHITE WHEAT BAG MALT 55LB",,,,,,,,3,,,40.7,,,
"20230825 - Malteurop - Barrel and Beam.pdf.jpg.json",,,,,1149.5,"FRENCH PILSEN BAG MALT 55LB",,,,,,,,22,,,52.25,,,
"20230825 - Malteurop - Barrel and Beam.pdf.jpg.json",,,,,74,"DAKOTA MILLING ROLLED OATS BAG 50LB",,,,,,,,2,,,37,,,
"20230825 - Malteurop - Barrel and Beam.pdf.jpg.json",,,,,99,"DAKOTA MILLING SOFT WHITE WHEAT BAG 50LB",,,,,,,,3,,,33,,,
"20230825 - Malteurop - Barrel and Beam.pdf.jpg.json",,,,,30.99,"CHATEAU VIENNA BAG MALT 55LB",,,,,,,,1,,,30.99,,,
"20230825 - Malteurop - Barrel and Beam.pdf.jpg.json",,,,,34.67,"CHATEAU CARA RUBY BAG MALT 55LB",,,,,,,,1,,,34.67,,,
"20230825 - Malteurop - Barrel and Beam.pdf.jpg.json",,,,,53.14,"CHATEAU CHOCOLAT BAG MALT 55LB",,,,,,,,1,,,53.14,,,
"20230825 - Malteurop - Barrel and Beam.pdf.jpg.json",,,,,49.58,"CHATEAU CARA GOLD BAG MALT 55LB",,,,,,,,1,,,49.58,,,
"20230825 - Malteurop - Barrel and Beam.pdf.jpg.json",,,,,187.74,"CHATEAU MUNICH BAG MALT 55LB",,,,,,,,6,,,31.29,,,
"20231013 - Malteurop - Hobbs -  0031164327.pdf.jpg.json",,,,,385,"ROW CRAFT BAG MALT 55LB",,,,,,,,10,"BAG",,38.5,,,
"20231013 - Malteurop - Hobbs -  0031164327.pdf.jpg.json",,,,,422.4,"BAVARIAN PILSEN BAG MALT 55LB",,,,,,,,8,"BAG",,52.8,,,
"20231013 - Malteurop - Hobbs -  0031164327.pdf.jpg.json",,,,,297,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,6,"BAG",,49.5,,,
"20231123 - Malteurop - Hobbs -  0031165281.pdf.jpg.json",,,,,234.3,"PILSEN BAG MALT 55LB",,,,,,,,,"BAG",,"39.05",,,
"20231123 - Malteurop - Hobbs -  0031165281.pdf.jpg.json",,,,,462,"2ROW CRAFT BAG MALT 55LB",,,,,,,,,"BAG",,"38.5",,,
"20231123 - Malteurop - Hobbs -  0031165281.pdf.jpg.json",,,,,739.2,"BAVARIAN PILSEN BAG MALT 55LB",,,,,,,,,"BAG",,"52.8",,,
"20231123 - Malteurop - Hobbs -  0031165281.pdf.jpg.json",,,,,99,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,,"BAG",,"49.5",,,
"20231221 - Malteurop - Hobbs - 0031166449(2).pdf.jpg.json",,,,,312.4,"PILSEN BAG MALT 55LB",,,,,,,,,"BAG",,39.05,8,8,
"20231221 - Malteurop - Hobbs - 0031166449(2).pdf.jpg.json",,,,,1116.5,"2ROW CRAFT BAG MALT 55LB",,,,,,,,,"BAG",,38.5,29,29,
"20231221 - Malteurop - Hobbs - 0031166449(2).pdf.jpg.json",,,,,148.5,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,,"BAG",,49.5,3,3,
"20231223 - Malteurop - Hobbs -  0031166449.pdf.jpg.json",,,,,312.4,,,,"8000763173",,,,,8,"BAG",,39.05,,,
"20231223 - Malteurop - Hobbs -  0031166449.pdf.jpg.json",,,,,1116.5,,,,"8000773126",,,,,29,"BAG",,38.5,,,
"20231223 - Malteurop - Hobbs -  0031166449.pdf.jpg.json",,,,,148.5,,,,"8000704986",,,,,3,"BAG",,49.5,,,
"20240125 - Malteurop - Grand Teton - Invoice n° 0031167756.pdf.jpg.json",,,,,902,"STEAMED C40 BAG MALT 55LB",,,,,,,,,,"45.1",,,,
"20240125 - Malteurop - Grand Teton - Invoice n° 0031167756.pdf.jpg.json",,,,,586.3,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,,,"45.1",,,,
"20240213 - Malteurop - Hobbs-  0031168181.pdf.jpg.json",,,,,,"PILSEN BAG MALT 55LB",,,,,,,,,,,33,,,
"20240213 - Malteurop - Hobbs-  0031168181.pdf.jpg.json",,,,,,"2ROW CRAFT BAG MALT 55LB",,,,,,,,,,,32.45,,,
"20240213 - Malteurop - Hobbs-  0031168181.pdf.jpg.json",,,,,,"CRYSTAL WHEAT 3L BAG MALT 55LB",,,,,,,,,,,39.05,,,
"20240301 - Malteurop - Hobbs - 0031168811.pdf.jpg.json",,,,,462,"PILSEN BAG MALT 55LB",,,,,,,,,"BAG",,33,14,,
"20240301 - Malteurop - Hobbs - 0031168811.pdf.jpg.json",,,,,843.7,"2ROW CRAFT BAG MALT 55LB",,,,,,,,,"BAG",,32.45,26,,
"20240619 - Malteurop - Invoice n┬░ 0031172693 - Hobbs.pdf.jpg.json",,,,,,"ROW CRAFT BAG MALT 55LB",,,,,,,,,"BAG",,32.45,,40,
"20240730 - Malteurop - Invoice n┬░ 0031174061 - Hobbs.pdf.jpg.json",,,,,1298,"ROW Craft Bag Malt 55LB",,,,,,,,,"BAG",,32.45,40,,
"20240312 HDS - Helltown - Invoice120897-1-merch.pdf.jpg.json",,,,,580.8,"1/8"" Custom Ultra Vivid Color Keychain",,,,,,,,,,,2.2,,264,
"20230127 - Lindenmeyr - Hobbs.pdf.jpg.json",,,,,0,"FREIGHT CHARGE E",,,,,,,,,,,0,7,,
"20230418 - Lindenmeyr Monroe - Zipline.pdf.jpg.json",,,,,"720.07","QUADPAK-BLK 4-PK 202 CAN HDL BLACK",,,"165",,,,,,,,".15EA",,,
"20230418 - Lindenmeyr Monroe - Zipline.pdf.jpg.json",,,,,"1,430.55","6PAK-BLK 6PK 202 CAN HANDLE BLACK",,,"367",,,,,,,,".18EA",,,
"20230418 - Lindenmeyr Monroe - Zipline.pdf.jpg.json",,,,,"180.00","FREIGHT CHARGE E",,,,,,,,,,,"1.00",,,
"20230418 - Lindenmeyr Monroe - Zipline.pdf.jpg.json",,,,,"6.00","Service Charge",,,,,,,,,,,"6.00EA",,,
"20231108 Paktech - Laquinta.pdf.jpg.json",,,,,,"QPCE-202-260-PCR YELLOW
Easy Removal Quad Pak 202 Can Handle
1 Pallet @ 40 Boxes from CG Overrun",4497.9,,"25781",,,,,,,,142.7,,,
"20231108 Paktech - Laquinta.pdf.jpg.json",,,,,,"Freight Out-Net",344.87,,"49000",,,,,,,,344.87,,,
"20240305 PakTech - Helltown.pdf.jpg.json",,,,,3727.08,"PCE-202-260-PCR POWDER BLUE",,25528,,1,,,,,,182.7,,20,,
"20240305 PakTech - Helltown.pdf.jpg.json",,,,,487.22,"Estes Express Lines",,49000,,2,,,,,,487.22,,1,,
"20240604 WCP Solutions - East Brother WCP INV#13662954 for PO#1874.PDF.jpg.json",,,,,2100,"15-3/8X10-7/16X2-15/16 32B KFT QPCE202260PCR EASY REMV 4PK 202",,,"PCA24CANTRAYSAC",,,,,,,,,,5250,
"20240604 WCP Solutions - East Brother WCP INV#13662954 for PO#1874.PDF.jpg.json",,,,,4580,"CAN HLDR BLACK 788/CS 40/P QPCE4PKBLACK",,,"330098400",,,,,,,,,,40,
"20220923 - JP Pest Services - Hobbs.pdf.jpg.json",,,,,260,"RETAIL FOOD PROTECTION PROGRAM INITIAL",,,,,,,,,,,,,,
"20220923 - JP Pest Services - Hobbs.pdf.jpg.json",,,,,102,"TIN CAT RODENT MONITOR REPEATER DEVICE",,,,,,,,,,,,,,
"20220923 - JP Pest Services - Hobbs.pdf.jpg.json",,,,,34,"TRAPPER 24/7 MOUSE REPEATER DEVICE",,,,,,,,,,,,,,
"20220923 - JP Pest Services - Hobbs.pdf.jpg.json",,,,,88,"EVO EXPRESS BAIT STATION BLACK",,,,,,,,,,,,,,
"20221028 - JP Pest Services - Hobbs.pdf.jpg.json",,,,,118,"RETAIL FOOD PROTECTION PROGRAM",,,,,,,,,,,,,,
"20240219 - Ja-Roy Pest Control - Urban South.pdf.jpg.json",,,,,101.92,"RODENT CONTROL ONLY MAINTENANCE",,,,,,,,,,,,,,
"20240429 Orkin - East Brother - Invoice 04 Apr '24 mosquito.pdf.jpg.json",,,,,128.99,"Mosquito - Seasonal - PC Standard",,,,,,,,,,,,,,
"20240429 Orkin - East Brother - Invoice 04 Apr '24.pdf.jpg.json",,,,,160,"PC Standard - Monthly - PC Standard",,,,,,,,,,,,,,
"20240305 Proximity Malt - Helltown.pdf.jpg.json",,,"1-45300",,1870,"OAT MALT 55LB",,,,,"55LB",40,,,,,46.75,,40,
"20240305 Proximity Malt - Helltown.pdf.jpg.json",,,"2-45350",,1562,"MIDATLANTIC WHEAT MALT 55LB",,,,,"55LB",40,,,,,39.05,,40,
"20230922 - Secret Hopper - Workhorse.pdf.jpg.json",,,,,200,"Secret Hopper (mystery shop) visits/feedback September 2023",,,,,,,,,,,50,4,,
"20241123 - Secret Hopper - Workhorse.pdf.jpg.json",,,,,200,"Secret Hopper (mystery shop) visits/feedback October 2023",,,,,,,,,,,50,,,
"20240305 Sticker Mule - Ore Dock R621872644.pdf.jpg.json",,,,,,"2.25"" Round buttons",,,,,,,,,,,"40",,,
"20240502 Sticker Mule - Ore Dock R155256703.pdf.jpg.json",,,,,217,"Custom 3"" x 1.86"" Holographic stickers",,,,,,,,,,,,350,,
"20240502 Sticker Mule - Ore Dock R155256703.pdf.jpg.json",,,,,0,"Mule sauce",,,,,,,,,,,,1,,
"20220623 - Green Mountain - Hobbs.pdf.jpg.json",,,,,2786,"50% deposit required to begin production of order",,,"Order Deposit",,,,,,,,27.86,100,,
"20220805 - Green Mountain - Hobbs.pdf.jpg.json",,,,,2392,"HOBBS CAST TAP HANDLE",,,"HOBBSB-TAP-1001",,,,,,,,423,,,
"20220805 - Green Mountain - Hobbs.pdf.jpg.json",,,,,-1393,"LESS 50% deposit required to begin production of order",,,"Order Deposit",,,,,,,,-1393,,,
"20220805 - Green Mountain - Hobbs.pdf.jpg.json",,,,,44.4,"UPS Shipping & Handling: 8/5/2022",,,"Shipping & Handling",,,,,,,,44.4,,,
"20230717 - Steel City - Modist.pdf.jpg.json",,,,,14362.26,"Custom Tap Handle: Resin Tap Handle, Custom Resin Tap Handles",,,,,,,,,,,27.78,517,,
"20230717 - Steel City - Modist.pdf.jpg.json",,,,,-6945,"Deposit, Less Deposit Previously Received",,,,,,,,,,,-6945,1,,
"20230801 - Green Mountian - Hobbs.pdf.jpg.json",,,,,2766.44,"Hobbs handle",,,"Hobbs",,,,,,,,28.52,97,,
"20230801 - Green Mountian - Hobbs.pdf.jpg.json",,,,,-1426,"Less 50% deposit required to begin production of order.",,,"Order Deposit",,,,,,,,-14.26,100,,
"20230801 - Green Mountian - Hobbs.pdf.jpg.json",,,,,43.28,"UPS Shipping & Handling- 97 handles shipped 8/11/23 Tracking:1ZR051610354693635",,,"Shipping & Handl...",,,,,,,,43.28,1,,
"20231102 Hoptown_Handles - East Brother - Tap Handles.pdf.jpg.json",,,,,4936,"Stock Handles: Ripley
Natural maple with digital print on all 4 sides. Satin finish, internal threads.",,,,,,,,,,,24.68,,,
"20240517 Green_Mountain_Tap_Handles_LLC - Hobbs.pdf.jpg.json",,,,,2732.4,"Resin Tap",,,"Hobbs",,,,,,,,29.7,92,,
"20240517 Green_Mountain_Tap_Handles_LLC - Hobbs.pdf.jpg.json",,,,,-1485,"Less 50% deposit required to begin production of order.",,,"OrderDeposit",,,,,,,,-14.85,100,,
"20240517 Green_Mountain_Tap_Handles_LLC - Hobbs.pdf.jpg.json",,,,,26.9,"UPS Shipping & Handling",,,"Shipping & Handling",,,,,,,,26.9,1,,
"20240522 Hoptown - East Brother Invoice 3988.pdf.jpg.json",,,,,4936,"Stock Handles: Ripley, Natural Maple with digital print on 4 faces. Satin finish, internal threads",,,,,,,,,,,24.68,200,,
"20240213 Lindenmeyr - Modist.pdf.jpg.json",,,,,57.89,"1/2X9900-250#-BLACK-8X8 POLYPRO STRAPPING",,,,,,,,,,,,,,
"20240213 Lindenmeyr - Modist.pdf.jpg.json",,,,,6,"Service Charge",,,,,,,,,,,,,,
"20240316 North Country Disposal - Ore Docks Invoice 173226.pdf.jpg.json",,,,,,"Service for March (Twice a week)",,,"2 Yard",,,,,,,,180,,,
"20240316 North Country Disposal - Ore Docks Invoice 173226.pdf.jpg.json",,,,,,"Service for March (Twice a week)",,,"2 Yard Recycling",,,,,,,,125,,,
"20240401 North Country Disoposal - Ore Dock Invoice 174516.pdf.jpg.json",,,,,180,"Service for April (Twice a week)",,,"2 Yard",,,,,,,,"180.00",,,
"20240401 North Country Disoposal - Ore Dock Invoice 174516.pdf.jpg.json",,,,,125,"Service for April (Twice a week)",,,"2 Yard Recycling",,,,,,,,"125.00",,,
"20240501 North Country Disposal Invoice 175573.pdf.jpg.json",,,,,180,"Service for May (Twice a week)",,,,,,,,,,,180,1,,
"20240501 North Country Disposal Invoice 175573.pdf.jpg.json",,,,,125,"Service for May (Twice a week)",,,,,,,,,,,125,1,,
"20230513 - Jasper Yeast - Workhorse.pdf.jpg.json",,,,,2400,"150 bbl JY218 Augustiner Lager",,,,,,,"Tax Exempt",,,,2400,,,
"20230513 - Jasper Yeast - Workhorse.pdf.jpg.json",,,,,145,"Shipping Overnight",,,,,,,"Tax Exempt",,,,145,,,
"20240206 Scott Labarotories - Hobbs Brewing.pdf.jpg.json",,,,,113.9,"2.5KG GOFERM STEROL FLASH",,,,,,,,,"Each",,113.9,1,1,
"20240206 Scott Labarotories - Hobbs Brewing.pdf.jpg.json",,,,,109.6,"2.5KG FERMAID O",,,,,,,,,"Each",,109.6,1,1,
"20240206 Scott Labarotories - Hobbs Brewing.pdf.jpg.json",,,,,28.76,"Shipping Charges 91417",,,,,,,,,,,28.76,1,1,
"20240524 - BSI - Helltown Invoice-yeast.pdf.jpg.json",,,,,129,"London Ale II",,,"A-06",,,,,,,,43,3,,
"20240524 - BSI - Helltown Invoice-yeast.pdf.jpg.json",,,,,50,"Bacteria Media",,,"LMDA",,,,,,,,50,1,,
"20240524 - BSI - Helltown Invoice-yeast.pdf.jpg.json",,,,,62.55,"Shipping & Handling",,,,,,,,,,,,,,
"20240524 Scott Laboratories - Ore Dock Sales Invoice SIV450110.pdf.jpg.json",,,,,203.4,"500G LALBREW LoNa",,,,,,,,,,,226,1,1,
"20240524 Scott Laboratories - Ore Dock Sales Invoice SIV450110.pdf.jpg.json",,,,,2640,"500G NOTTINGHAM ALE YEAST",,,,,,,,,,,165,20,20,
"20240524 Scott Laboratories - Ore Dock Sales Invoice SIV450110.pdf.jpg.json",,,,,3440,"500G NOVALAGER YEAST",,,,,,,,,,,215,20,20,
"20240524 Scott Laboratories - Ore Dock Sales Invoice SIV450110.pdf.jpg.json",,,,,1584,"500G ABBAYE BELGIAN STYLE ALE YEAST",,,,,,,,,,,176,10,10,
"20240524 Scott Laboratories - Ore Dock Sales Invoice SIV450110.pdf.jpg.json",,,,,76.31,"Shipping Charges",,,,,,,,,,,76.31,1,1,
